model,domain,task,organization,authors,publication_date,reference,link,citations,notability_criteria,parameters,training_compute_(flop),training_dataset_size_(gradients),training_time_(hours),training_hardware,approach,confidence,epochs,model_accessibility,country,base_model,finetune_compute_(flop),hardware_quantity,last_modified,training_cloud_compute_vendor,batch_size,organization_categorization,foundation_model,training_chip-hours,training_code_accessibility,possibly_over_1e23_flop,training_compute_cost_(2023_usd),frontier_model,training_power_draw_(w),training_compute_estimation_method,year,era,notable_model,country_first,domain_group,export_controls_sum,publication_count
SimpleFold,Biology,Protein folding prediction,Apple,"Yuyang Wang, Jiarui Lu, Navdeep Jaitly, Josh Susskind, Miguel Angel Bautista",2025-09-23,SimpleFold: Folding Proteins is Simpler than You Think,https://arxiv.org/abs/2509.18480v1,,,3000000000.0,2e+21,2227200000.0,,,,Confident,141.0,Open weights (unrestricted),United States,,,,2025-10-17 18:20:45+00:00,,,Industry,False,,Unreleased,False,,False,,"Reported,Operation counting",2025,Deep learning era,False,United States,Biology,31.0,12.493526880374354
DeepSeek-V3.1-Terminus,Language,"Language modeling/generation,Code generation,Quantitative reasoning,Question answering,Search,System control,Instruction interpretation",DeepSeek,Unknown,2025-09-22,The latest update builds on V3.1’s strengths while addressing key user feedback.,https://api-docs.deepseek.com/news/news250922,,,671000000000.0,3.594058e+24,839000000000.0,,,,Likely,,Open weights (unrestricted),China,DeepSeek-V3,1.86258e+23,,2025-10-16 16:58:23+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,False,China,Language,2.0,34.84465752823738
Qwen3-Omni-Flash,"Multimodal,Language,Vision,Speech,Video","Language modeling/generation,Question answering,Visual question answering,Image captioning,Video description,Speech recognition (ASR),Speech synthesis,Speech-to-text,Text-to-speech (TTS)",Alibaba,"Jin Xu, Zhifang Guo, Hangrui Hu, Yunfei Chu, Xiong Wang, Jinzheng He, Yuxuan Wang, Xian Shi, Ting He, Xinfa Zhu, Yuanjun Lv, Yongqi Wang, Dake Guo, He Wang, Linhan Ma, Pei Zhang, Xinyu Zhang, Hongkun Hao, Zishan Guo, Baosong Yang, Bin Zhang, Ziyang Ma, Xipin Wei, Shuai Bai, Keqin Chen, Xuejing Liu, Peng Wang, Mingkun Yang, Dayiheng Liu, Xingzhang Ren, Bo Zheng, Rui Men, Fan Zhou, Bowen Yu, Jianxin Yang, Le Yu, Jingren Zhou, Junyang Lin",2025-09-22,Qwen3-Omni Technical Report,https://arxiv.org/abs/2509.17765,,,35300000000.0,3.6e+22,,,,,Confident,,Unreleased,China,,,,2025-10-03 19:31:18+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,False,China,Multimodal,2.0,34.84465752823738
Qwen3-Omni-30B-A3B,"Multimodal,Language,Vision,Speech,Video","Language modeling/generation,Question answering,Visual question answering,Image captioning,Video description,Speech recognition (ASR),Speech synthesis,Speech-to-text,Text-to-speech (TTS)",Alibaba,"Jin Xu, Zhifang Guo, Hangrui Hu, Yunfei Chu, Xiong Wang, Jinzheng He, Yuxuan Wang, Xian Shi, Ting He, Xinfa Zhu, Yuanjun Lv, Yongqi Wang, Dake Guo, He Wang, Linhan Ma, Pei Zhang, Xinyu Zhang, Hongkun Hao, Zishan Guo, Baosong Yang, Bin Zhang, Ziyang Ma, Xipin Wei, Shuai Bai, Keqin Chen, Xuejing Liu, Peng Wang, Mingkun Yang, Dayiheng Liu, Xingzhang Ren, Bo Zheng, Rui Men, Fan Zhou, Bowen Yu, Jianxin Yang, Le Yu, Jingren Zhou, Junyang Lin",2025-09-22,Qwen3-Omni Technical Report,https://arxiv.org/abs/2509.17765,,SOTA improvement,35300000000.0,3.6e+22,2000000000000.0,,,,Confident,,Open weights (unrestricted),China,,,,2025-10-03 19:30:25+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,True,China,Multimodal,2.0,34.84465752823738
Grok 4 Fast,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Search,Code generation,Mathematical reasoning",xAI,Unknown,2025-09-19,Pushing the Frontier of Cost-Efficient Intelligence,https://x.ai/news/grok-4-fast,,,,,,,,,Unknown,,API access,United States,,,,2025-10-01 23:33:54+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Language,31.0,12.493526880374354
Magistral Small 1.2,"Language,Vision,Multimodal","Language modeling/generation,Question answering,Quantitative reasoning,Code generation,Translation,Visual question answering,Image captioning",Mistral AI,Unknown,2025-09-18,"Introducing Magistral Small 1.2 & Magistral Medium 1.2, minor updates to our Magistral 1.1 models!",https://huggingface.co/mistralai/Magistral-Small-2509,,,24000000000.0,,,,,,Confident,,Open weights (unrestricted),France,Mistral Small 3.2,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,France,Multimodal,,1.5601003886735805
Magistral Medium 1.2,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Code generation,Translation",Mistral AI,Unknown,2025-09-18,"Introducing Magistral Small 1.2 & Magistral Medium 1.2, minor updates to our Magistral 1.1 models!",,,,,,,,,,Unknown,,API access,France,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,France,Language,,1.5601003886735805
Granite-Docling,"Vision,Multimodal,Language","Visual question answering,Character recognition (OCR),Retrieval-augmented generation",IBM,Unknown,2025-09-17,IBM Granite-Docling: End-to-end document understanding with one tiny model,https://www.ibm.com/new/announcements/granite-docling-end-to-end-document-conversion,,,258000000.0,,,,NVIDIA H100 SXM5 80GB,,Confident,,Open weights (unrestricted),United States,SigLIP 2,,,2025-09-28 01:00:10+00:00,IBM,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Multimodal,31.0,12.493526880374354
AgentFounder-30B,Language,"Language modeling/generation,Question answering,System control,Quantitative reasoning,Mathematical reasoning,Code generation,Search",Alibaba,"Liangcai Su, Zhen Zhang, Guangyu Li, Zhuo Chen, Chenxi Wang, Maojia Song, Xinyu Wang, Kuan Li, Jialong Wu, Xuanzhong Chen, Zile Qiao, Zhongwang Zhang, Huifeng Yin, Shihao Cai, Runnan Fang, Zhengwei Tao, Wenbiao Yin, Chenxiong Qian, Yong Jiang, Pengjun Xie, Fei Huang, Jingren Zhou",2025-09-16,Scaling Agents via Continual Pre-training,https://arxiv.org/abs/2509.13310,,SOTA improvement,30000000000.0,6.5367e+23,315000000000.0,,,,Confident,,Open weights (unrestricted),China,Qwen3-30B-A3B,5.67e+21,,2025-10-16 16:30:09+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,True,China,Language,2.0,34.84465752823738
Fabric 1.0,Video,"Video generation,Image-to-video",Veed,Unknown,2025-09-15,"VEED Fabric 1.0
MAKE ANYthing TALK","https://www.veed.io/ai/fabric-1-0

https://www.veed.io/blog/fabric-use-cases",,,,,,,,,Unknown,,API access,United Kingdom,,,,2025-09-29 16:15:46+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United Kingdom,Vision,,2.6473735687971085
GPT‑5-Codex,Language,"Code generation,System control",OpenAI,Unknown,2025-09-15,Introducing upgrades to Codex,https://openai.com/index/introducing-upgrades-to-codex/,,,,,,,,,Unknown,,API access,United States,,,,2025-10-17 18:59:39+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Language,31.0,12.493526880374354
Qwen3-Next-80B-A3B,Language,"Language modeling/generation,Question answering,System control,Code generation",Alibaba,Unknown,2025-09-10,Qwen3-Next: Towards Ultimate Training & Inference Efficiency,https://qwen.ai/blog?id=4074cca80393150c248e508aa62983f9cb7d27cd&from=research.latest-advancements-list,,,80000000000.0,2.7e+23,15000000000000.0,,,,Confident,,Open weights (unrestricted),China,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,False,China,Language,2.0,34.84465752823738
Lucid Origin,Video,"Video generation,Text-to-video",Leonardo AI,Unknown,2025-09-10,"Feature Release: Lucid Origin, a new model built by Leonardo.Ai.",https://intercom.help/leonardo-ai/en/articles/11890238-lucid-origin,,,,,,,,,Unknown,,API access,Australia,,,,2025-10-17 19:23:02+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,Australia,Vision,,
K2 Think,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Code generation","Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),G42","Zhoujun Cheng, Richard Fan, Shibo Hao, Taylor W. Killian, Haonan Li, Suqi Sun, Hector Ren, Alexander Moreno, Daqian Zhang, Tianjun Zhong, Yuxin Xiong, Yuanzhe Hu, Yutao Xie, Xudong Han, Yuqi Wang, Varad Pimpalkhute, Yonghao Zhuang, Aaryamonvikram Singh, Xuezhi Liang, Anze Xie, Jianshu She, Desai Fan, Chengqian Gao, Liqun Ma, Mikhail Yurochkin, John Maggs, Xuezhe Ma, Guowei He, Zhiting Hu, Zhengzhong Liu, Eric P. Xing",2025-09-09,K2-Think: A Parameter-Efficient Reasoning System,https://arxiv.org/abs/2509.07604,,,32000000000.0,,,,,,Confident,,Open weights (unrestricted),United Arab Emirates,Qwen2.5-32B,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,Unreleased,False,,False,,,2025,Deep learning era,False,United Arab Emirates,Language,,
Signal Processing Transformer,Other,Signal processing,Softbank,"Yuto Kawai, Rajeev Koodli",2025-09-09,A Unified Transformer Architecture for Low-Latency and Scalable Wireless Signal Processing,https://arxiv.org/abs/2508.17960,,,,,,,,,Unknown,,Unreleased,Japan,,,,2025-09-29 14:04:19+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,Japan,,,2.790145958879902
Qwen3-Max,Language,"Language modeling/generation,Question answering,Mathematical reasoning,Code generation,Quantitative reasoning,Retrieval-augmented generation,Translation",Alibaba,Unknown,2025-09-05,"Introducing Qwen3-Max-Preview (Instruct) — our biggest model yet, with over 1 trillion parameters! ","https://modelstudio.console.alibabacloud.com/?tab=doc#/doc/?type=model&url=2840914_2&modelId=qwen3-max-preview

https://qwen.ai/blog?id=87dc93fc8a590dc718c77e1f6e84c07b474f6c5a&from=home.latest-research-list",,Discretionary,1000000000000.0,1.512e+25,36000000000000.0,,,,Speculative,,API access,China,,,,2025-10-08 21:58:37+00:00,,,Industry,False,,Unreleased,True,,False,,Operation counting,2025,Deep learning era,True,China,Language,2.0,34.84465752823738
EmbeddingGemma,Language,Semantic embedding,Google DeepMind,Unknown,2025-09-05,EmbeddingGemma is a 300M parameter embedding model from Google.,https://ollama.com/library/embeddinggemma,,,308000000.0,,320000000000.0,,Google TPU v5e,,Confident,,Open weights (restricted use),Multinational,Gemma 3 270M,5.9136e+20,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Language,31.0,12.493526880374354
Chatterbox Multilingual,Speech,"Text-to-speech (TTS),Speech synthesis",Resemble AI,Unknown,2025-09-04,Introducing Chatterbox Multilingual: Open Source TTS for 23 Languages,"https://www.resemble.ai/introducing-chatterbox-multilingual-open-source-tts-for-23-languages/

https://github.com/resemble-ai/chatterbox",,,,,,,,,Unknown,,Open weights (unrestricted),United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Audio,31.0,12.493526880374354
Apertus 8B,Language,"Language modeling/generation,Question answering,Code generation,Translation","ETH Zurich,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Swiss National Supercomputing Centre (CSCS),Swisscom",Unknown,2025-09-02,"Apertus: a fully open, transparent, multilingual language model","https://ethz.ch/en/news-and-events/eth-news/news/2025/09/press-release-apertus-a-fully-open-transparent-multilingual-language-model.html

https://github.com/swiss-ai/apertus-tech-report/blob/main/Apertus_Tech_Report.pdf",,,8000000000.0,,,,NVIDIA GH200,,Confident,,Open weights (unrestricted),Switzerland,,,4096.0,2025-09-29 14:51:37+00:00,,,"Academia, Industry",False,,Open source,False,,False,5604728.8670533225,Operation counting,2025,Deep learning era,False,Switzerland,Language,,
Apertus 70B,Language,"Language modeling/generation,Question answering,Code generation,Translation","ETH Zurich,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Swiss National Supercomputing Centre (CSCS),Swisscom",Unknown,2025-09-02,"Apertus: a fully open, transparent, multilingual language model","https://ethz.ch/en/news-and-events/eth-news/news/2025/09/press-release-apertus-a-fully-open-transparent-multilingual-language-model.html

https://github.com/swiss-ai/apertus-tech-report/blob/main/Apertus_Tech_Report.pdf",,,70000000000.0,6.74e+24,15000000000000.0,,NVIDIA GH200,,Confident,,Open weights (unrestricted),Switzerland,,,4096.0,2025-09-29 14:51:34+00:00,,,"Academia, Industry",False,6000000.0,Open source,False,,False,5604728.8670533225,"Reported,Operation counting,Hardware",2025,Deep learning era,False,Switzerland,Language,,
LongCat-Flash,Language,"Language modeling/generation,Question answering,Chat,Code generation,Quantitative reasoning,Instruction interpretation",Meituan Inc,"Meituan LongCat Team, Bayan, Bei Li, Bingye Lei, Bo Wang, Bolin Rong, Chao Wang, Chao Zhang, Chen Gao, Chen Zhang, Cheng Sun, Chengcheng Han, Chenguang Xi, Chi Zhang, Chong Peng, Chuan Qin, Chuyu Zhang, Cong Chen, Congkui Wang, Dan Ma, Daoru Pan, Defei Bu, Dengchang Zhao, Deyang Kong, Dishan Liu, Feiye Huo, Fengcun Li, Fubao Zhang, Gan Dong, Gang Liu, Gang Xu, Ge Li, Guoqiang Tan, Guoyuan Lin, Haihang Jing, Haomin Fu, Haonan Yan, Haoxing Wen, Haozhe Zhao, Hong Liu, Hongmei Shi, Hongyan Hao, Hongyin Tang, Huantian Lv, Hui Su, Jiacheng Li, Jiahao Liu, Jiahuan Li, Jiajun Yang, Jiaming Wang, Jian Yang, Jianchao Tan, Jiaqi Sun, Jiaqi Zhang, Jiawei Fu, Jiawei Yang, Jiaxi Hu, Jiayu Qin, Jingang Wang, Jiyuan He, Jun Kuang, Junhui Mei, Kai Liang, Ke He, Kefeng Zhang, Keheng Wang, Keqing He, Liang Gao, Liang Shi, Lianhui Ma, Lin Qiu, Lingbin Kong, Lingtong Si, Linkun Lyu, Linsen Guo, Liqi Yang, Lizhi Yan, Mai Xia, Man Gao, Manyuan Zhang, Meng Zhou, Mengxia Shen, Mingxiang Tuo, Mingyang Zhu, Peiguang Li, Peng Pei, Peng Zhao, Pengcheng Jia, Pingwei Sun, Qi Gu, Qianyun Li, Qingyuan Li, Qiong Huang, Qiyuan Duan, Ran Meng, Rongxiang Weng, Ruichen Shao, Rumei Li, Shizhe Wu, Shuai Liang et al. (82 additional authors not shown)",2025-09-01,LongCat-Flash Technical Report,https://arxiv.org/abs/2509.01322,,SOTA improvement,560000000000.0,3.726e+24,23000000000000.0,720.0,,,Likely,,Open weights (unrestricted),China,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,True,China,Language,2.0,34.84465752823738
MultiverSeg,"Vision,Biology,Medicine",Image segmentation,"Massachusetts Institute of Technology (MIT),Databricks","Hallee E. Wong, Jose Javier Gonzalez Ortiz, John Guttag, Adrian V. Dalca",2025-08-31,MultiverSeg: Scalable Interactive Segmentation of Biomedical Imaging Datasets with In-Context Guidance,https://arxiv.org/abs/2412.15058,,,,,,,,,Unknown,,Open weights (unrestricted),United States,,,,2025-10-06 19:51:45+00:00,,,"Academia, Industry",False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Multimodal,31.0,12.493526880374354
gpt-realtime,"Speech,Vision,Language","Speech recognition (ASR),Speech synthesis,Visual question answering,Speech-to-speech,Audio question answering",OpenAI,Unknown,2025-08-28,Introducing gpt-realtime and Realtime API updates for production voice agents,https://openai.com/index/introducing-gpt-realtime/,,,,,,,,,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Multimodal,31.0,12.493526880374354
MAI-Voice-1,Speech,"Text-to-speech (TTS),Speech synthesis",Microsoft,Unknown,2025-08-28,Two in-house models in support of our mission,https://microsoft.ai/news/two-new-in-house-models/,,,,,,,,,Unknown,,Hosted access (no API),Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Audio,31.0,12.493526880374354
Grok Code Fast 1,Language,"Language modeling/generation,Code generation,Code autocompletion",xAI,Unknown,2025-08-28,Grok Code Fast 1 Model Card,https://data.x.ai/2025-08-26-grok-code-fast-1-model-card.pdf,,,,,,,,,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Language,31.0,12.493526880374354
Wan 2.2 14B S2V,"Video,Speech","Speech recognition (ASR),Video generation",Alibaba,Unknown,2025-08-26,WAN-S2V: AUDIO-DRIVEN CINEMATIC VIDEO GENERATION,http://humanaigc.github.io/wan-s2v-webpage/content/wan-s2v.pdf,,,27000000000.0,,,,,,Confident,,Open weights (unrestricted),China,Wan 2.2 14B T2V,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,China,Multimodal,2.0,34.84465752823738
Gemini 2.5 Flash Image (Nano Banana),Image generation,"Image generation,Text-to-image,Image-to-image",Google,Unknown,2025-08-26,"Nano Banana
Image editing in Gemini just got a major upgrade","https://gemini.google/overview/image-generation/

https://aistudio.google.com/models/gemini-2-5-flash-image",,,,,,,,,Unknown,,API access,Multinational,,,,2025-10-16 17:20:17+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,United States,Vision,31.0,12.493526880374354
YandexGPT 5.1 Pro,Language,"Language modeling/generation,Question answering,Code generation,Mathematical reasoning,Retrieval-augmented generation",Yandex,Unknown,2025-08-25,"The updated version of Yandex's most powerful text model handles tasks better, works with the system prompt, and avoids errors.",https://ya.ru/ai/gpt,,,,,,,,,Unknown,,API access,Russia,,,,2025-10-17 18:28:20+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,Russia,Language,,
DeepSeek-V3.1,Language,"Language modeling/generation,Code generation,Quantitative reasoning,Question answering,Search,System control,Instruction interpretation",DeepSeek,Unknown,2025-08-21,Introducing DeepSeek-V3.1: our first step toward the agent era!,"https://api-docs.deepseek.com/news/news250821

https://huggingface.co/deepseek-ai/DeepSeek-V3.1",,,671000000000.0,3.594058e+24,840000000000.0,,,,Confident,,Open weights (unrestricted),China,DeepSeek-V3,1.86258e+23,,2025-10-16 16:58:23+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,False,China,Language,2.0,34.84465752823738
Seed-OSS-36B-Base,Language,"Language modeling/generation,Question answering,System control,Code generation,Mathematical reasoning",ByteDance,Unknown,2025-08-21,Seed-OSS Open-Source Models Release,https://seed.bytedance.com/en/blog/seed-oss-open-source-models-release,,,,2.592e+24,12000000000000.0,,,,Confident,,Open weights (unrestricted),China,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2025,Deep learning era,False,China,Language,2.0,34.84465752823738
Cohere Command A Reasoning,Language,"Language modeling/generation,Question answering,Quantitative reasoning",Cohere,Unknown,2025-08-21,Command A Reasoning: Enterprise-grade control for AI agents,https://cohere.com/blog/command-a-reasoning,,,111000000000.0,,,,,,Confident,,Open weights (non-commercial),Canada,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2025,Deep learning era,False,Canada,Language,,1.607221283764962
